"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu0035","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu0036","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Succinivibrio","g__Succinivibrio_unclassified"
"Otu0037","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0038","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0039","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Escherichia","s__coli"
"Otu0040","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0041","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","g__Blautia_unclassified"
"Otu0042","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Anaerobiospirillum","g__Anaerobiospirillum_unclassified"
"Otu0043","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0044","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Phascolarctobacterium","g__Phascolarctobacterium_unclassified"
"Otu0045","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0046","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu0047","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Odoribacteraceae]","g__Odoribacter","g__Odoribacter_unclassified"
"Otu0048","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0049","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Dialister","g__Dialister_unclassified"
"Otu0050","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0051","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0052","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0053","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Paraprevotellaceae]","g__[Prevotella]","g__[Prevotella]_unclassified"
"Otu0054","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Anaerovibrio","g__Anaerovibrio_unclassified"
"Otu0055","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Adlercreutzia","g__Adlercreutzia_unclassified"
"Otu0056","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__citroniae"
"Otu0057","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu0058","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu0059","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","g__Dorea_unclassified"
"Otu0060","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","f__mitochondria_unclassified","f__mitochondria_unclassified"
"Otu0061","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0062","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0063","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0064","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu0065","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0066","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0067","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Sutterella","g__Sutterella_unclassified"
"Otu0068","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__reuteri"
"Otu0069","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__obeum"
"Otu0070","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","g__Dorea_unclassified"
"Otu0071","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Clostridium","s__ramosum"
"Otu0072","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0073","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0074","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","s__parainfluenzae"
"Otu0075","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0076","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0077","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0078","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0079","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu0080","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0081","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0082","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0083","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","g__Campylobacter_unclassified"
"Otu0084","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0085","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Veillonella","s__dispar"
"Otu0086","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"Otu0087","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
"Otu0088","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0089","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Catenibacterium","g__Catenibacterium_unclassified"
"Otu0090","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0091","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0092","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0093","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__clostridioforme"
"Otu0094","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0095","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0096","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0097","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0098","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu0099","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0100","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0101","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0102","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","g__Dorea_unclassified"
"Otu0103","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","s__faecis"
"Otu0104","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0105","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu0106","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0107","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0108","k__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","g__Fusobacterium_unclassified"
"Otu0109","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0110","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Sutterella","g__Sutterella_unclassified"
"Otu0111","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0112","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__symbiosum"
"Otu0113","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu0114","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu0115","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__[Eubacterium]","s__dolichum"
"Otu0116","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0117","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Subdoligranulum","s__variabile"
"Otu0118","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu0119","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu0120","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0121","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0122","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__SMB53","g__SMB53_unclassified"
"Otu0123","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0124","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0125","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Oceanospirillales","f__Halomonadaceae","g__Halomonas","g__Halomonas_unclassified"
"Otu0126","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu0127","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0128","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0129","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu0130","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Megamonas","g__Megamonas_unclassified"
"Otu0131","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnospira","g__Lachnospira_unclassified"
"Otu0132","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified","o__Bacteroidales_unclassified"
"Otu0133","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu0134","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0135","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Sutterella","g__Sutterella_unclassified"
"Otu0136","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"Otu0137","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu0138","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0139","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0140","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu0141","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0142","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","g__Coprococcus_unclassified"
"Otu0143","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","g__Bilophila_unclassified"
"Otu0144","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu0145","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu0146","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Phascolarctobacterium","g__Phascolarctobacterium_unclassified"
"Otu0147","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu0148","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0149","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Clostridium","s__spiroforme"
"Otu0150","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0151","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0152","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0153","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu0154","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","f__Erysipelotrichaceae_unclassified","f__Erysipelotrichaceae_unclassified"
"Otu0155","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Butyricicoccus","s__pullicaecorum"
"Otu0156","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0157","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0158","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__butyricum"
"Otu0159","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0160","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0161","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0162","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Odoribacteraceae]","g__Butyricimonas","g__Butyricimonas_unclassified"
"Otu0163","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0164","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0165","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","s__inulinivorans"
"Otu0166","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__lavalense"
"Otu0167","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0168","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0169","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__[Eubacterium]","s__biforme"
"Otu0170","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","g__Ruminococcus_unclassified"
"Otu0171","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Proteus","g__Proteus_unclassified"
"Otu0172","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0173","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__producta"
"Otu0174","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0175","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","g__Prevotella_unclassified"
"Otu0176","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Alteromonadales","f__Shewanellaceae","g__Shewanella","s__algae"
"Otu0177","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0178","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu0179","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Anaerobiospirillum","g__Anaerobiospirillum_unclassified"
"Otu0180","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu0181","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0182","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0183","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu0184","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","o__Clostridiales_unclassified","o__Clostridiales_unclassified","o__Clostridiales_unclassified"
"Otu0185","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","f__Rikenellaceae_unclassified","f__Rikenellaceae_unclassified"
"Otu0186","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"Otu0187","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","f__S24-7_unclassified","f__S24-7_unclassified"
"Otu0188","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0189","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0190","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu0191","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0192","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu0193","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0194","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","g__Streptococcus_unclassified"
"Otu0195","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__ovatus"
"Otu0196","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0197","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides_unclassified"
"Otu0198","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Clostridium","g__Clostridium_unclassified"
"Otu0199","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","f__Lachnospiraceae_unclassified","f__Lachnospiraceae_unclassified"
"Otu0200","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Eggerthella","s__lenta"
"Otu0201","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","g__Oscillospira_unclassified"
"Otu0202","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","f__Ruminococcaceae_unclassified","f__Ruminococcaceae_unclassified"
"Otu0203","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","g__Clostridium_unclassified"
